Iteration	Best Path Length	Current Path Length	Probability
959	430	460	0
960	430	520	0
961	430	460	0
962	430	560	0
963	430	470	0
964	430	500	0
965	430	520	0
966	430	550	0
967	430	540	0
968	430	460	0
969	430	560	0
970	430	490	0
971	430	490	0
972	430	510	0
973	430	520	0
974	430	460	0
975	430	510	0
976	430	610	0
977	430	550	0
978	430	650	0
979	430	540	0
980	430	530	0
981	430	490	0
982	430	470	0
983	430	470	0
984	430	510	0
985	430	460	0
986	430	460	0
987	430	540	0
988	430	460	0
989	430	560	0
990	430	490	0
991	430	510	0
992	430	490	0
993	430	540	0
994	430	500	0
995	430	530	0
996	430	480	0
997	430	550	0
998	430	500	0
999	430	500	0
1000	430	550	0
1001	430	580	0
1002	430	480	0
1003	430	610	0
1004	430	490	0
1005	430	480	0
1006	430	550	0
1007	430	490	0
1008	430	550	0
1009	430	500	0
1010	430	550	0
1011	430	510	0
1012	430	550	0
1013	430	490	0
1014	430	480	0
1015	430	490	0
1016	430	490	0
1017	430	530	0
1018	430	520	0
1019	430	610	0
1020	430	520	0
1021	430	470	0
1022	430	530	0
1023	430	510	0
1024	430	490	0
1025	430	490	0
1026	430	470	0
1027	430	550	0
1028	430	560	0
1029	430	480	0
1030	430	520	0
1031	430	480	0
1032	430	470	0
1033	430	510	0
1034	430	480	0
1035	430	520	0
1036	430	480	0
1037	430	490	0
1038	430	480	0
1039	430	460	0
1040	430	510	0
1041	430	460	0
1042	430	510	0
1043	430	520	0
1044	430	460	0
1045	430	460	0
1046	430	500	0
1047	430	490	0
1048	430	460	0
1049	430	450	0
1050	430	510	0
1051	430	510	0
1052	430	510	0
1053	430	480	0
1054	430	450	0
1055	430	490	0
1056	430	480	0
1057	430	520	0
1058	430	560	0
1059	430	460	0
1060	430	510	0
1061	430	500	0
1062	430	500	0
1063	430	570	0
1064	430	550	0
1065	430	480	0
1066	430	470	0
1067	430	470	0
1068	430	540	0
1069	430	480	0
1070	430	540	0
1071	430	510	0
1072	430	470	0
1073	430	460	0
1074	430	500	0
1075	430	480	0
1076	430	550	0
1077	430	470	0
1078	430	470	0
1079	430	460	0
1080	430	470	0
1081	430	500	0
1082	430	460	0
1083	430	520	0
1084	430	500	0
1085	430	510	0
1086	430	520	0
1087	430	470	0
1088	430	480	0
1089	430	500	0
1090	430	450	0
1091	430	460	0
1092	430	450	0
1093	430	540	0
1094	430	450	0
1095	430	480	0
1096	430	530	0
1097	430	460	0
1098	430	520	0
1099	430	500	0
1100	430	480	0
1101	430	480	0
1102	430	490	0
1103	430	450	0
1104	430	530	0
1105	430	440	0
1106	430	480	0
1107	430	480	0
1108	430	440	0
1109	430	510	0
1110	430	500	0
1111	430	470	0
1112	430	460	0
1113	430	510	0
1114	430	500	0
1115	430	450	0
1116	430	460	0
1117	430	480	0
1118	430	460	0
1119	430	480	0
1120	430	580	0
1121	430	500	0
1122	430	590	0
1123	430	460	0
1124	430	490	0
1125	430	460	0
1126	430	460	0
1127	430	450	0
1128	430	500	0
1129	430	470	0
1130	430	500	0
1131	430	450	0
1132	430	490	0
1133	430	500	0
1134	430	560	0
1135	430	530	0
1136	430	460	0
1137	430	500	0
1138	430	500	0
1139	430	460	0
1140	430	500	0
1141	430	470	0
1142	430	530	0
1143	430	540	0
1144	430	480	0
1145	430	560	0
1146	430	470	0
1147	430	550	0
1148	430	550	0
1149	430	510	0
1150	430	480	0
1151	430	600	0
1152	430	640	0
1153	430	550	0
1154	430	520	0
1155	430	520	0
1156	430	480	0
1157	430	520	0
1158	430	520	0
1159	430	600	0
1160	430	540	0
1161	430	470	0
1162	430	560	0
1163	430	560	0
1164	430	480	0
1165	430	530	0
1166	430	520	0
1167	430	540	0
1168	430	520	0
1169	430	520	0
1170	430	550	0
1171	430	540	0
1172	430	520	0
1173	430	480	0
1174	430	550	0
1175	430	550	0
1176	430	470	0
1177	430	550	0
1178	430	490	0
1179	430	560	0
1180	430	580	0
1181	430	540	0
1182	430	540	0
1183	430	520	0
1184	430	550	0
1185	430	550	0
1186	430	560	0
1187	430	500	0
1188	430	570	2E-322
1189	430	520	5E-324
1190	430	560	0
1191	430	530	0
1192	430	520	0
1193	430	490	0
1194	430	480	0
1195	430	600	0
1196	430	520	0
1197	430	500	0
1198	430	530	0
1199	430	650	0
1200	430	510	0
1201	430	560	0
1202	430	520	0
1203	430	550	0
1204	430	570	0
1205	430	570	0
1206	430	610	0
1207	430	470	0
1208	430	590	0
1209	430	580	0
1210	430	500	5,34E-322
1211	430	530	1E-323
1212	430	500	0
1213	430	490	0
1214	430	500	0
1215	430	500	0
1216	430	490	0
1217	430	470	0
1218	430	540	0
1219	430	500	0
1220	430	460	1,4673653417615657E-299
1221	430	500	1,951149508532304E-297
1222	430	550	3,608172277601231E-299
1223	430	550	1,1399969130310125E-300
1224	430	460	2,054658314228111E-302
1225	430	540	6,9353366300170965E-304
1226	430	460	9,994873428042874E-306
1227	430	490	3,321867111060314E-307
1228	430	470	6,274741371259733E-309
1229	430	460	1,1836386069323E-310
1230	430	520	3,998697193653E-312
1231	430	600	1,0799113805E-313
1232	430	500	1,900080353E-315
1233	430	520	5,3466564E-317
1234	430	470	8,4815815E-317
1235	430	470	1,56747E-318
1236	430	490	7,78E-320
1237	430	550	5,34509227E-316
1238	430	500	1,347046E-317
1239	430	530	3,4352E-319
1240	430	460	6,645E-321
1241	430	490	1,8E-322
1242	430	530	5E-324
1243	430	520	0
1244	430	550	0
1245	430	570	0
1246	430	560	0
1247	430	470	0
1248	430	490	0
1249	430	500	0
1250	430	510	0
1251	430	490	0
1252	430	470	0
1253	430	470	0
1254	430	520	0
1255	430	530	0
1256	430	560	0
1257	430	550	0
1258	430	480	0
1259	430	530	0
1260	430	500	0
1261	430	470	0
1262	430	460	0
1263	430	460	5,401838493437093E-307
1264	430	610	1,324263010829082E-308
1265	430	490	3,3969176364771E-310
1266	430	530	2,4569200375576E-310
1267	430	530	9,4662525606395E-309
1268	430	490	5,4546836563178E-310
1269	430	500	2,6515650916057E-311
1270	430	480	5,3847230392E-313
1271	430	510	6,928072227E-314
1272	430	490	3,04164833E-315
1273	430	490	3,9492441594107336E-306
1274	430	530	1,6240183134861293E-307
1275	430	560	1,0329278375060573E-308
1276	430	490	8,58468220561975E-310
1277	430	520	1,71079597606947E-310
1278	430	510	4,19273692403E-312
1279	430	580	7,979999896E-314
1280	430	470	1,495219317E-315
1281	430	470	3,975233E-317
1282	430	510	1,971727E-318
1283	430	520	3,9535E-320
1284	430	460	1,1E-321
1285	430	470	2,08E-322
1286	430	520	5E-324
1287	430	500	0
1288	430	530	0
1289	430	510	0
1290	430	460	0
1291	430	520	0
1292	430	530	0
1293	430	470	0
1294	430	480	0
1295	430	480	0
1296	430	470	0
1297	430	490	0
1298	430	490	0
1299	430	550	0
1300	430	520	0
1301	430	510	0
1302	430	470	0
1303	430	510	0
1304	430	490	0
1305	430	490	0
1306	430	490	0
1307	430	500	0
1308	430	520	0
1309	430	490	0
1310	430	490	0
1311	430	500	0
1312	430	500	0
1313	430	490	0
1314	430	530	0
1315	430	490	0
1316	430	490	0
1317	430	490	0
1318	430	530	0
1319	430	560	0
1320	430	530	0
1321	430	500	0
1322	430	500	0
1323	430	460	0
1324	430	530	0
1325	430	500	0
1326	430	480	0
1327	430	490	0
1328	430	500	0
1329	430	500	0
1330	430	450	0
1331	430	490	0
1332	430	540	0
1333	430	550	0
1334	430	520	0
1335	430	610	0
1336	430	520	0
1337	430	500	0
1338	430	580	0
1339	430	470	0
1340	430	520	0
1341	430	630	0
1342	430	500	0
1343	430	560	0
1344	430	520	0
1345	430	520	0
1346	430	590	0
1347	430	520	0
1348	430	570	0
1349	430	550	0
1350	430	560	0
1351	430	580	0
1352	430	500	0
1353	430	560	0
1354	430	560	0
1355	430	600	0
1356	430	540	0
1357	430	520	0
1358	430	520	0
1359	430	530	0
1360	430	480	0
1361	430	570	0
1362	430	510	0
1363	430	560	0
1364	430	550	0
1365	430	500	0
1366	430	600	0
1367	430	560	0
1368	430	610	0
1369	430	590	0
1370	430	560	0
1371	430	570	0
1372	430	570	0
1373	430	500	0
1374	430	620	0
1375	430	650	0
1376	430	590	0
1377	430	620	0
1378	430	600	0
1379	430	560	0
1380	430	490	0
1381	430	610	0
1382	430	600	0
1383	430	600	0
1384	430	530	0
1385	430	500	0
1386	430	620	0
1387	430	530	0
1388	430	530	0
1389	430	560	0
1390	430	470	0
1391	430	480	0
1392	430	500	0
1393	430	520	0
1394	430	470	0
1395	430	470	0
1396	430	560	0
1397	430	500	0
1398	430	460	0
1399	430	470	0
1400	430	580	0
1401	430	470	0
1402	430	560	0
1403	430	480	0
1404	430	480	0
1405	430	520	0
1406	430	470	0
1407	430	470	0
1408	430	510	0
1409	430	510	0
1410	430	540	0
1411	430	530	0
1412	430	480	0
1413	430	490	0
1414	430	490	0
1415	430	480	0
1416	430	470	0
1417	430	480	0
1418	430	500	0
1419	430	470	0
1420	430	540	0
1421	430	480	0
1422	430	510	0
1423	430	470	0
1424	430	580	0
1425	430	510	0
1426	430	550	0
1427	430	480	0
1428	430	530	0
1429	430	620	0
1430	430	520	0
1431	430	520	0
1432	430	500	0
1433	430	490	0
1434	430	590	0
1435	430	550	0
1436	430	550	0
1437	430	520	0
1438	430	520	0
1439	430	500	0
1440	430	490	0
1441	430	550	0
1442	430	490	0
1443	430	510	0
1444	430	480	0
1445	430	480	0
1446	430	490	0
1447	430	560	0
1448	430	530	0
1449	430	510	0
1450	430	550	0
1451	430	510	0
1452	430	510	0
1453	430	560	0
1454	430	480	0
1455	430	480	0
1456	430	510	0
1457	430	510	0
1458	430	520	0
1459	430	560	0
1460	430	500	0
1461	430	480	0
1462	430	510	0
1463	430	550	0
1464	430	480	0
1465	430	540	0
1466	430	480	0
1467	430	480	0
1468	430	490	0
1469	430	480	0
1470	430	490	0
1471	430	530	0
1472	430	500	0
1473	430	520	0
1474	430	480	0
1475	430	490	0
1476	430	500	0
1477	430	570	0
1478	430	480	0
1479	430	480	0
1480	430	550	0
1481	430	480	0
1482	430	480	0
1483	430	500	0
1484	430	490	0
1485	430	520	0
1486	430	510	0
1487	430	510	0
1488	430	470	0
1489	430	450	0
1490	430	450	0
1491	430	490	0
1492	430	450	0
1493	430	450	0
1494	430	440	0
1495	430	450	0
1496	430	450	0
1497	430	450	0
1498	430	450	0
1499	430	490	0
1500	430	440	0
1501	430	450	0
1502	430	470	0
1503	430	440	0
1504	430	440	0
1505	430	440	0
1506	430	440	0
1507	430	450	0
1508	430	440	0
1509	430	440	0
1510	430	450	0
1511	430	450	0
1512	430	450	0
1513	430	450	0
1514	430	450	0
1515	430	540	0
1516	430	450	0
1517	430	460	0
1518	430	520	0
1519	430	450	0
1520	430	450	0
1521	430	490	0
1522	430	450	0
1523	430	460	0
1524	430	480	0
1525	430	480	0
1526	430	470	0
1527	430	480	0
1528	430	520	0
1529	430	520	0
1530	430	550	0
1531	430	510	0
1532	430	470	0
1533	430	520	0
1534	430	500	0
1535	430	440	0
1536	430	520	0
1537	430	510	0
1538	430	480	0
1539	430	520	0
1540	430	550	0
1541	430	460	0
1542	430	480	0
1543	430	470	0
1544	430	470	0
1545	430	540	0
1546	430	600	0
1547	430	570	0
1548	430	470	0
1549	430	470	0
1550	430	500	0
1551	430	450	0
1552	430	460	0
1553	430	550	0
1554	430	470	0
1555	430	490	0
1556	430	510	0
1557	430	470	0
1558	430	460	0
1559	430	460	0
1560	430	500	0
1561	430	460	0
1562	430	480	0
1563	430	560	0
1564	430	530	0
1565	430	570	0
1566	430	490	0
1567	430	550	0
1568	430	480	0
1569	430	480	0
1570	430	580	0
1571	430	550	0
1572	430	490	0
1573	430	490	0
1574	430	520	0
1575	430	480	0
1576	430	480	0
1577	430	480	0
1578	430	490	0
1579	430	480	0
1580	430	510	0
1581	430	520	0
1582	430	500	0
1583	430	510	0
1584	430	480	0
1585	430	540	0
1586	430	480	0
1587	430	520	0
1588	430	520	0
1589	430	450	0
1590	430	470	0
1591	430	480	0
1592	430	500	0
1593	430	480	0
1594	430	480	0
1595	430	520	0
1596	430	530	0
1597	430	620	0
1598	430	480	0
1599	430	520	0
1600	430	510	0
1601	430	520	0
1602	430	470	0
1603	430	510	0
1604	430	540	0
1605	430	480	0
1606	430	490	0
1607	430	520	0
1608	430	510	0
1609	430	530	0
1610	430	550	0
1611	430	570	0
1612	430	560	0
1613	430	550	0
1614	430	490	0
1615	430	440	0
1616	430	500	0
1617	430	470	2,2252600144602967E-268
1618	430	480	4,484996681657645E-270
1619	430	600	6,463561402966819E-272
1620	430	440	1,3265837248962093E-269
1621	430	500	1,9118086301178688E-271
1622	430	450	4,557024358105417E-273
1623	430	490	6,567364224346193E-275
1624	430	530	3,775190303458891E-276
1625	430	480	5,440622606051261E-278
1626	430	480	1,5724946312019127E-279
1627	430	570	2,946619458765487E-280
1628	430	460	7,048007472018708E-282
1629	430	460	1,0157249223900144E-283
1630	430	460	3,040579149691049E-284
1631	430	480	9,595659544205106E-286
1632	430	490	4,9138083395828866E-287
1633	430	460	7,081544130276974E-289
1634	430	590	1,6765913205927397E-290
1635	430	500	2,416222734935706E-292
1636	430	460	3,4821439387841836E-294
1637	430	460	8,853472999883235E-296
1638	430	530	1,9668035829152785E-297
1639	430	480	2,8344626826010275E-299
1640	430	500	4,084891225970425E-301
1641	430	460	5,886948673001418E-303
1642	430	460	1,575984126534136E-304
1643	430	560	2,2712324880003078E-306
1644	430	510	3,2731909717215863E-308
1645	430	480	4,7171653249785E-310
1646	430	540	6,79815167994E-312
1647	430	490	9,7971690794E-314
1648	430	480	1,41192086E-315
1649	430	530	2,0347926E-317
1650	430	540	9,9361E-319
1651	430	550	1,432E-320
1652	430	520	2,08E-322
1653	430	560	5E-324
1654	430	500	0
1655	430	540	0
1656	430	580	0
1657	430	520	0
1658	430	510	0
1659	430	570	0
1660	430	540	0
1661	430	520	0
1662	430	550	0
1663	430	550	0
1664	430	570	0
1665	430	510	0
1666	430	610	0
1667	430	450	0
1668	430	490	0
1669	430	550	0
1670	430	550	0
1671	430	500	0
1672	430	490	0
1673	430	520	0
1674	430	500	0
1675	430	520	0
1676	430	510	0
1677	430	480	0
1678	430	500	0
1679	430	550	0
1680	430	450	0
1681	430	510	0
1682	430	460	0
1683	430	460	0
1684	430	490	0
1685	430	450	0
1686	430	480	0
1687	430	530	0
1688	430	500	0
1689	430	530	0
1690	430	440	0
1691	430	480	0
1692	430	510	0
1693	430	460	0
1694	430	520	0
1695	430	440	0
1696	430	540	0
1697	430	430	0
1698	430	440	0
1699	430	440	0
1700	430	450	0
1701	430	440	0
1702	430	460	0
1703	430	450	0
1704	430	540	0
1705	430	440	0
1706	430	500	0
1707	430	510	0
1708	430	520	0
1709	430	450	0
1710	430	520	0
1711	430	500	0
1712	430	450	0
1713	430	550	0
1714	430	480	0
1715	430	540	0
1716	430	530	0
1717	430	480	0
1718	430	480	0
1719	430	510	0
1720	430	560	0
1721	430	470	0
1722	430	510	0
1723	430	470	0
1724	430	480	0
1725	430	560	0
1726	430	490	0
1727	430	480	0
1728	430	480	0
1729	430	560	0
1730	430	580	0
1731	430	490	0
1732	430	550	0
1733	430	570	0
1734	430	560	0
1735	430	630	0
1736	430	550	0
1737	430	560	0
1738	430	550	0
1739	430	520	0
1740	430	540	0
1741	430	510	0
1742	430	480	0
1743	430	490	0
1744	430	550	0
1745	430	530	0
1746	430	490	0
1747	430	540	0
1748	430	550	0
1749	430	560	0
1750	430	520	0
1751	430	640	0
1752	430	570	0
1753	430	500	0
1754	430	460	0
1755	430	490	0
1756	430	530	0
1757	430	530	0
1758	430	580	0
1759	430	520	0
1760	430	580	0
1761	430	580	0
1762	430	590	0
1763	430	580	0
1764	430	520	0
1765	430	520	0
1766	430	550	0
1767	430	530	0
1768	430	520	0
1769	430	610	0
1770	430	500	0
1771	430	520	0
1772	430	520	0
1773	430	520	0
1774	430	520	0
1775	430	520	0
1776	430	590	0
1777	430	610	0
1778	430	520	0
1779	430	520	0
1780	430	580	0
1781	430	550	0
1782	430	510	0
1783	430	570	0
1784	430	550	0
1785	430	600	0
1786	430	540	0
1787	430	520	0
1788	430	500	0
1789	430	550	0
1790	430	540	0
1791	430	550	0
1792	430	570	0
1793	430	540	0
1794	430	530	0
1795	430	530	0
1796	430	580	0
1797	430	550	0
1798	430	510	0
1799	430	520	0
1800	430	540	0
1801	430	520	0
1802	430	570	0
1803	430	500	0
1804	430	540	0
1805	430	520	0
1806	430	490	0
1807	430	540	0
1808	430	510	0
1809	430	550	0
1810	430	480	0
1811	430	540	0
1812	430	520	0
1813	430	490	0
1814	430	540	0
1815	430	560	0
1816	430	590	0
1817	430	590	0
1818	430	490	0
1819	430	580	0
1820	430	480	0
1821	430	570	0
1822	430	530	0
1823	430	530	0
1824	430	480	0
1825	430	490	0
1826	430	480	0
1827	430	550	0
1828	430	480	0
1829	430	590	0
1830	430	510	0
1831	430	540	0
1832	430	510	0
1833	430	460	0
1834	430	510	0
1835	430	480	0
1836	430	530	0
1837	430	550	0
1838	430	510	3,053E-321
1839	430	510	4,4E-323
1840	430	520	0
1841	430	510	0
1842	430	500	9,438978779304975E-290
1843	430	480	1,3603002020235508E-291
1844	430	450	8,575761160710815E-293
1845	430	500	1,2358974325694606E-294
1846	430	510	3,448460097661066E-296
1847	430	530	2,060501945664067E-297
1848	430	490	4,8033676987940966E-296
1849	430	490	3,674844051044396E-294
1850	430	490	9,804123838225162E-296
1851	430	480	2,2250330283536416E-297
1852	430	550	2,2058626513097254E-277
1853	430	490	1,0024151756262511E-278
1854	430	510	2,1275079562959197E-280
1855	430	460	1,845929632206978E-281
1856	430	500	6,203784046539048E-283
1857	430	480	7,540667081294472E-284
1858	430	490	1,4297802721754173E-285
1859	430	510	4,018441420623836E-287
1860	430	460	5,791184411050141E-289
1861	430	550	9,466572335091016E-241
1862	430	460	2,4144657416103777E-242
1863	430	510	2,2003876357119234E-243
1864	430	490	7,2868844402255E-245
1865	430	580	4,309140236014781E-246
1866	430	460	1,1063450423610327E-247
1867	430	490	1,0329244959881337E-248
1868	430	490	2,633815027864593E-250
1869	430	510	6,511899352605038E-252
1870	430	470	3,491346579002861E-252
1871	430	470	9,10645604598828E-254
1872	430	460	1,325737767548953E-253
1873	430	550	8,280382578007569E-255
1874	430	480	4,3250973597150954E-256
1875	430	510	1,6077562199462705E-257
1876	430	480	5,796985530862986E-259
1877	430	530	1,05512595438889E-260
1878	430	450	4,041823442231752E-262
1879	430	490	1,3105561720205553E-263
1880	430	460	2,3640917482539297E-265
1881	430	490	1,3935840235144135E-253
1882	430	460	3,611029979089318E-255
1883	430	460	9,261260635665497E-257
1884	430	470	6,7710539030336125E-258
1885	430	460	1,6208616351228096E-259
1886	430	460	7,849510251598863E-261
1887	430	470	1,8454476373951518E-262
1888	430	460	6,413283304876219E-261
1889	430	530	7,313887864845318E-262
1890	430	500	1,592111341424029E-263
1891	430	460	8,656875323290694E-265
1892	430	510	9,896581521816537E-266
1893	430	470	1,760629632594755E-267
1894	430	460	3,1909690724297286E-269
1895	430	500	1,0833933755439477E-270
1896	430	470	1,933665500835833E-272
1897	430	520	6,379639975969128E-274
1898	430	480	2,0389315523643387E-275
1899	430	520	2,988143515054806E-276
1900	430	460	2,7337518473843306E-276
1901	430	460	2,5787468944593387E-277
1902	430	470	7,805302598792643E-279
1903	430	460	1,4120192992762171E-280
1904	430	490	8,938279253183066E-282
1905	430	490	9,905064095322424E-272
1906	430	460	1,7750824378426877E-273
1907	430	530	5,6416995126612614E-275
1908	430	550	8,130545863346427E-277
1909	430	590	1,1717351462555436E-278
1910	430	530	1,6886483097770836E-280
1911	430	500	3,500113073956906E-282
1912	430	520	7,080731747672815E-284
1913	430	570	1,566295411488561E-278
1914	430	490	7,729037924506597E-280
1915	430	560	1,1138717541356922E-281
1916	430	540	3,194237127746897E-283
1917	430	500	2,1497515076675972E-280
1918	430	570	8,28603466576522E-282
1919	430	530	1,8035168937410956E-283
1920	430	540	2,1298940940650836E-284
1921	430	570	8,497262527036793E-286
1922	430	540	1,2245845872138313E-287
1923	430	570	4,498173583757435E-289
1924	430	540	9,859652236243322E-291
1925	430	560	7,148939067946018E-292
1926	430	530	3,32373026544433E-293
1927	430	580	6,546134654331133E-295
1928	430	540	1,526826901036881E-296
1929	430	540	3,105651979843916E-298
1930	430	610	1,5357013811237977E-298
1931	430	610	7,994019523426007E-299
1932	430	510	3,8335214343610706E-300
1933	430	590	9,687558432811048E-302
1934	430	590	2,6220494090196277E-303
1935	430	580	6,811689880976462E-258
1936	430	600	3,2712075161518556E-259
1937	430	510	1,2389109310010793E-260
1938	430	580	4,558930101198777E-261
1939	430	510	2,795266804737015E-262
1940	430	480	1,070012301070335E-262
1941	430	510	1,3237491054212188E-263
1942	430	510	8,473681417428896E-265
1943	430	560	1,221186191167652E-266
1944	430	570	3,572005648799287E-268
1945	430	480	9,605758272298627E-270
1946	430	590	3,690889605376765E-271
1947	430	580	1,5656973453236326E-272
1948	430	500	3,5313517041372124E-274
1949	430	590	5,089214150037289E-276
1950	430	500	1,2900615771505355E-277
1951	430	510	3,042399375831672E-279
1952	430	470	1,0732420855225948E-280
1953	430	530	1,5467048500601286E-282
1954	430	520	7,229105543973018E-284
1955	430	530	1,5959181088197189E-285
1956	430	540	7,716260620105416E-287
1957	430	640	1,1120303505088128E-288
1958	430	460	8,462122071814703E-290
1959	430	500	6,160240472456123E-291
1960	430	500	8,877842142805142E-293
1961	430	470	1,2794318901181231E-294
1962	430	470	1,8438556747462133E-296
1963	430	500	1,7271890282303784E-295
1964	430	470	2,4891417164597597E-297
1965	430	480	3,587231266150574E-299
1966	430	530	1,6729700560208375E-300
1967	430	540	2,411003942687183E-302
1968	430	500	1,3569817422783425E-270
1969	430	560	4,3651199307682145E-271
1970	430	530	1,0324131476748652E-272
1971	430	450	2,623447377047475E-274
1972	430	500	6,190148313724176E-276
1973	430	480	4,811833122547665E-277
1974	430	510	1,0888363708874927E-278
1975	430	460	2,2395314584521404E-280
1976	430	460	4,566366267228233E-282
1977	430	560	2,049283570124882E-276
1978	430	520	6,661451152647733E-278
1979	430	500	5,483786608591917E-279
1980	430	520	1,0681570232644293E-280
1981	430	490	2,0206728777781773E-282
1982	430	540	2,2949519083902865E-283
1983	430	500	4,208087239044174E-285
1984	430	530	7,816879515931186E-287
1985	430	580	1,4243441931324934E-288
1986	430	530	4,813828136263419E-287
1987	430	540	2,9372026718012662E-288
1988	430	520	4,232955154635461E-290
1989	430	480	3,043686940722482E-291
1990	430	500	6,360484006759128E-293
1991	430	560	1,2580343128001557E-294
1992	430	500	9,013327081118281E-296
1993	430	560	1,7216993663912363E-297
1994	430	530	3,1611805974376644E-299
1995	430	520	4,52735388977187E-278
1996	430	630	8,36365069390507E-280
1997	430	500	1,4787773632712965E-281
1998	430	510	1,1035455441074616E-281
1999	430	530	2,0299744206331828E-283
2000	430	510	3,687526890517413E-285
2001	430	510	6,740862360428475E-287
2002	430	480	1,2284497409800537E-288
2003	430	560	2,2622674497379968E-290
2004	430	570	1,1467187172176545E-288
2005	430	570	2,0360586694600499E-290
2006	430	500	4,846720036657004E-282
2007	430	510	1,4336556186731357E-282
2008	430	650	9,153797738687686E-284
2009	430	500	1,5875745691760053E-285
2010	430	500	2,9164319093113696E-287
2011	430	450	5,335218771107623E-289
2012	430	600	2,1486750486607428E-290
2013	430	500	1,5032281672212382E-289
2014	430	560	2,0400614678385088E-290
2015	430	460	1,1634927616874411E-291
2016	430	520	3,558457238261608E-293
2017	430	500	6,394688332133506E-295
2018	430	520	2,8546437112712303E-296
2019	430	510	5,126358698145441E-298
2020	430	460	2,3415019828878105E-299
2021	430	540	4,314846623040175E-301
2022	430	500	1,7949913508042185E-302
2023	430	470	3,2446438350727873E-304
2024	430	520	5,936627470301011E-306
2025	430	500	4,991261358548847E-306
2026	430	470	6,81363012142081E-293
2027	430	480	1,2443845199254624E-294
2028	430	490	6,928790879587442E-296
2029	430	490	2,2811048791469967E-297
2030	430	470	4,1124979624175813E-299
2031	430	510	7,476313162623599E-301
2032	430	510	2,677129982172466E-293
2033	430	520	4,787685434067249E-295
2034	430	490	8,542080470961991E-297
2035	430	470	4,210628135685801E-298
2036	430	460	7,675146121152968E-300
2037	430	460	1,4018882306702057E-301
2038	430	520	2,553169330865308E-303
2039	430	470	4,5286214818355136E-305
2040	430	490	8,218790903694293E-307
2041	430	510	5,043490869161408E-308
2042	430	500	8,9968458603183E-310
2043	430	470	2,8928449405798356E-303
2044	430	470	5,259800605371234E-305
2045	430	460	9,54513110480243E-307
2046	430	490	5,731013161676312E-308
2047	430	500	1,86809676471091E-309
2048	430	510	3,3397103714763E-311
2049	430	470	5,9565895618E-313
2050	430	590	1,081972797E-314
2051	430	480	1,880074E-316
2052	430	510	5,082193168819861E-291
2053	430	490	9,113955793118602E-293
2054	430	510	4,1699503871317745E-294
2055	430	500	7,478229829502435E-296
2056	430	540	1,347595148690703E-297
2057	430	530	1,148700240095957E-298
2058	430	550	2,0521767727864406E-300
2059	430	510	1,71591618488001E-285
2060	430	580	3,1025357180409263E-287
2061	430	520	1,2001457558896648E-288
2062	430	510	2,1693943109437617E-290
2063	430	500	3,9342383765332036E-292
2064	430	530	1,103321380596307E-286
2065	430	540	1,9790872999642615E-288
2066	430	540	3,5400078855805106E-290
2067	430	520	4,770903105568547E-288
2068	430	490	1,9803961230307131E-289
2069	430	490	3,6201102729284884E-291
2070	430	470	9,280210216251401E-292
2071	430	520	1,0837867738718731E-291
2072	430	530	3,3853019215503063E-293
2073	430	540	6,044637419061884E-295
2074	430	460	1,0772650522856885E-296
2075	430	530	6,7197979313805975E-298
2076	430	490	5,157856806248234E-299
2077	430	460	3,8791137578323213E-300
2078	430	480	7,12541568325993E-302
2079	430	490	1,2918840028622557E-303
2080	430	510	1,0356676617462902E-286
2081	430	540	1,8524112346020582E-288
2082	430	540	3,28185191058506E-290
2083	430	490	1,0987261831421232E-291
2084	430	510	1,9959014931055977E-293
2085	430	510	2,8763971905979498E-295
2086	430	470	5,431375654437901E-297
2087	430	480	1,0341349315111457E-298
2088	430	510	1,9337769297450117E-300
2089	430	540	2,7868662592695387E-302
2090	430	450	5,2954240019822486E-304
2091	430	540	1,0396633495779669E-305
2092	430	510	1,913413057429131E-307
2093	430	490	3,54928393803299E-309
2094	430	540	6,599591476941E-311
2095	430	530	2,5480071881516E-311
2096	430	540	4,86529437424E-313
2097	430	520	9,121352336E-315
2098	430	510	1,709197E-316
2099	430	490	1,076384809E-314
2100	430	490	2,01012984E-316
2101	430	520	3,723575E-318
2102	430	480	1,13409E-318
2103	430	500	2,0934E-320
2104	430	580	7,86E-322
2105	430	450	1E-323
2106	430	470	0
2107	430	510	0
2108	430	500	0
2109	430	470	0
2110	430	500	0
2111	430	460	0
2112	430	470	0
2113	430	490	0
2114	430	510	0
2115	430	540	0
2116	430	510	0
2117	430	490	0
2118	430	490	0
2119	430	540	0
2120	430	600	0
2121	430	490	0
2122	430	440	0
2123	430	490	0
2124	430	590	0
2125	430	470	0
2126	430	580	0
2127	430	500	0
2128	430	460	0
2129	430	550	0
2130	430	510	0
2131	430	560	0
2132	430	510	0
2133	430	460	0
2134	430	490	5,643917929635036E-304
2135	430	520	1,0724924054503392E-305
2136	430	490	1,985480195655793E-307
2137	430	560	2,861378518178224E-309
2138	430	530	5,449136437988E-311
2139	430	530	1,037591583895E-312
2140	430	540	1,66997885828735E-310
2141	430	580	2,40669317245E-312
2142	430	520	8,637901991198654E-291
2143	430	590	1,82247694546863E-292
2144	430	540	3,5435654246126725E-294
2145	430	450	2,0647423397544396E-293
2146	430	520	1,812793636811057E-290
2147	430	510	2,6125109591174053E-292
2148	430	520	6,875297236494136E-294
